2024-07-07 10:48:17,099 | INPUT : ( + 6 5)
2024-07-07 10:48:17,100 | None
2024-07-07 10:48:18,848 | INPUT : (* 8 6)
2024-07-07 10:48:18,849 | Syntax error at line 1, position 1: Unexpected token '*'
2024-07-07 10:48:18,850 | None
2024-07-07 10:48:22,272 | INPUT : (- 7 8)
2024-07-07 10:48:22,273 | Syntax error at line 1, position 1: Unexpected token '-'
2024-07-07 10:48:22,274 | None
2024-07-07 10:48:58,398 | INPUT : ( + ( + 8 6 ) ( + 6 8))
2024-07-07 10:48:58,399 | None
2024-07-07 10:49:04,485 | INPUT : (> 8 6)
2024-07-07 10:49:04,486 | None
