2024-07-07 12:17:46,190 | INPUT : (* 8 5)
2024-07-07 12:17:46,191 | None
2024-07-07 12:17:49,248 | INPUT : (- 8 5)
2024-07-07 12:17:49,249 | None
2024-07-07 12:17:52,173 | INPUT : (println x)
2024-07-07 12:17:56,595 | INPUT : (print)
2024-07-07 12:17:56,596 | None
2024-07-07 12:17:58,080 | INPUT : (println)
2024-07-07 12:17:58,081 | None
2024-07-07 12:18:02,756 | INPUT : (- 8 6)
2024-07-07 12:18:02,757 | None
2024-07-07 12:18:04,011 | INPUT : (* 8 6)
2024-07-07 12:18:04,012 | None
2024-07-07 12:18:07,249 | INPUT : (/ ( + ( * 8 6) (- 8 6)) 8 )
2024-07-07 12:18:07,251 | None
