2024-07-07 11:46:19,245 | INPUT : (+ 8 6)
2024-07-07 11:46:19,246 | None
2024-07-07 11:46:23,430 | INPUT : (* 8 6)
2024-07-07 11:46:23,431 | None
2024-07-07 11:46:28,254 | INPUT : ( - 8 6)
2024-07-07 11:46:28,255 | Syntax error at line 1, position 2: Unexpected token '-'
2024-07-07 11:46:28,256 | None
2024-07-07 11:46:47,019 | INPUT : (- 8 6)
2024-07-07 11:46:47,020 | Syntax error at line 1, position 1: Unexpected token '-'
2024-07-07 11:46:47,022 | None
2024-07-07 11:46:59,244 | INPUT : (- 8 6)
2024-07-07 11:46:59,245 | None
2024-07-07 11:47:02,464 | INPUT : (* 8 6)
2024-07-07 11:47:02,466 | None
2024-07-07 11:47:05,787 | INPUT : (8 6 2)
2024-07-07 11:47:05,787 | Syntax error at line 1, position 1: Unexpected token '8'
2024-07-07 11:47:05,788 | None
2024-07-07 11:47:15,927 | INPUT : (- 8 6)
2024-07-07 11:47:15,927 | None
2024-07-07 11:47:30,787 | INPUT : (- (+ 8 6) 8)
2024-07-07 11:47:30,788 | None
2024-07-07 11:48:04,466 | INPUT : (/ ( + ( * 8 6) (- 8 6)) 8 )
2024-07-07 11:48:04,467 | None
2024-07-07 11:48:17,015 | INPUT : (/ ( + ( * 8 6) (- 8 6)) e )
2024-07-07 11:48:17,016 | Syntax error at line 1, position 27: Unexpected token ')'
2024-07-07 11:48:17,017 | None
2024-07-07 11:48:23,462 | INPUT : (/ ( + ( * 8 6) (- 8 6)) - )
2024-07-07 11:48:23,463 | Syntax error at line 1, position 25: Unexpected token '-'
2024-07-07 11:48:23,463 | None
2024-07-07 11:48:27,053 | INPUT : (/ ( + ( * 8 6) (- 8 6)) 8 )
2024-07-07 11:48:27,055 | None
2024-07-07 11:49:10,979 | INPUT : (println 'dfsdgdh')
2024-07-07 11:49:10,980 | Syntax error at line 1, position 1: Unexpected token 'pr'
2024-07-07 11:49:10,982 | None
2024-07-07 11:49:46,253 | INPUT : (println 75 )
2024-07-07 11:49:46,254 | Syntax error at line 1, position 1: Unexpected token 'pr'
2024-07-07 11:49:46,256 | None
