2024-07-07 11:06:17,624 | INPUT : + 8 6
2024-07-07 11:06:17,625 | None
2024-07-07 11:06:36,629 | INPUT : + 8 6
2024-07-07 11:06:36,630 | None
2024-07-07 11:06:38,673 | INPUT : * 8 6
2024-07-07 11:06:38,674 | Syntax error at line 1, position 0: Unexpected token '*'
2024-07-07 11:06:38,675 | None
2024-07-07 11:06:40,830 | INPUT : - 8 6
2024-07-07 11:06:40,831 | Syntax error at line 1, position 0: Unexpected token '-'
2024-07-07 11:06:40,832 | None
2024-07-07 11:06:43,066 | INPUT : + 8 6
2024-07-07 11:06:43,069 | None
2024-07-07 11:06:45,071 | INPUT : / 8 6 
2024-07-07 11:06:45,072 | None
2024-07-07 11:06:49,571 | INPUT : - 8 3
2024-07-07 11:06:49,572 | Syntax error at line 1, position 0: Unexpected token '-'
2024-07-07 11:06:49,573 | None
2024-07-07 11:06:53,019 | INPUT : /5 3
2024-07-07 11:06:53,020 | None
2024-07-07 11:06:56,445 | INPUT : +8 6
2024-07-07 11:06:56,446 | None
