2024-07-07 11:52:19,921 | INPUT : (print 7)
2024-07-07 11:52:34,393 | INPUT : ( + 6 5)
2024-07-07 11:52:34,394 | None
2024-07-07 11:52:38,270 | INPUT : (* 8 6)
2024-07-07 11:52:38,270 | Syntax error at line 1, position 1: Unexpected token '*'
2024-07-07 11:52:38,271 | None
2024-07-07 11:56:21,751 | INPUT : ( def x 75)
2024-07-07 11:56:21,752 | None
2024-07-07 11:56:50,648 | INPUT : (println)
2024-07-07 11:56:50,649 | None
2024-07-07 11:57:00,662 | INPUT : (print)
2024-07-07 11:57:00,662 | None
2024-07-07 11:57:05,713 | INPUT : (println x)
