2024-07-07 10:19:25,996 | INPUT : (+ 2 3 )
2024-07-07 10:19:25,997 | None
2024-07-07 10:19:31,368 | INPUT : +52
2024-07-07 10:19:31,368 | Syntax error at line 1, position 0: Unexpected token '+'
2024-07-07 10:19:31,368 | None
2024-07-07 10:19:36,440 | INPUT : 56
2024-07-07 10:19:36,441 | Syntax error at line 1, position 0: Unexpected token '56'
2024-07-07 10:19:36,441 | None
2024-07-07 10:19:42,304 | INPUT : + 5 6
2024-07-07 10:19:42,305 | Syntax error at line 1, position 0: Unexpected token '+'
2024-07-07 10:19:42,306 | None
2024-07-07 10:19:49,474 | INPUT : (+ 5 6)
2024-07-07 10:19:49,474 | None
2024-07-07 10:20:47,740 | INPUT : (+ (+ 8 6) 8)
2024-07-07 10:20:47,740 | None
