2024-07-07 23:49:32,455 | INPUT : (+ b c)
2024-07-07 23:49:32,457 | None
2024-07-07 23:49:45,165 | INPUT : (+ b c)
2024-07-07 23:49:45,166 | None
2024-07-07 23:49:49,491 | INPUT : (+ b c)
2024-07-07 23:49:49,492 | None
2024-07-07 23:49:59,914 | INPUT : def(b 12)
2024-07-07 23:49:59,915 | Syntax error at line 1, position 0: Unexpected token 'def'
2024-07-07 23:49:59,917 | None
2024-07-07 23:50:06,058 | INPUT : (def b 55)
2024-07-07 23:50:06,059 | None
2024-07-07 23:50:08,632 | INPUT : (def a 3)
2024-07-07 23:50:08,633 | None
2024-07-07 23:50:17,070 | INPUT : (+a b)
2024-07-07 23:50:17,071 | None
