2024-07-07 10:35:18,874 | INPUT : (- 8 9)
2024-07-07 10:35:18,875 | Syntax error at line 1, position 1: Unexpected token '-'
2024-07-07 10:35:18,876 | None
2024-07-07 10:35:38,371 | INPUT : ( - 8 6)
2024-07-07 10:35:38,372 | Syntax error at line 1, position 2: Unexpected token '-'
2024-07-07 10:35:38,373 | None
2024-07-07 10:35:42,541 | INPUT : (+ 8 9 )
2024-07-07 10:35:42,542 | None
2024-07-07 10:35:46,879 | INPUT : (/ 8 9 )
2024-07-07 10:35:46,880 | None
2024-07-07 10:35:52,839 | INPUT : (- 5 6)
2024-07-07 10:35:52,841 | Syntax error at line 1, position 1: Unexpected token '-'
2024-07-07 10:35:52,843 | None
2024-07-07 10:35:57,349 | INPUT : (* 7 8)
2024-07-07 10:35:57,350 | Syntax error at line 1, position 1: Unexpected token '*'
2024-07-07 10:35:57,351 | None
