2024-07-08 00:26:10,748 | INPUT : (+a b)
2024-07-08 00:26:10,749 | Esta operacion solo puede realizarse entre numeros
2024-07-08 00:26:10,750 | None
2024-07-08 00:26:15,905 | INPUT : (+ a b)
2024-07-08 00:26:15,906 | Esta operacion solo puede realizarse entre numeros
2024-07-08 00:26:15,908 | None
2024-07-08 00:26:55,462 | INPUT : (+ a b)
2024-07-08 00:26:55,463 | Variable 'a' no definida
2024-07-08 00:26:55,464 | None
2024-07-08 00:27:01,547 | INPUT : (+ "12321" b)
2024-07-08 00:27:01,548 | Variable '12321' no definida
2024-07-08 00:27:01,548 | None
