2024-07-07 10:55:21,707 | INPUT : ( * 8 6)
2024-07-07 10:55:21,708 | Syntax error at line 1, position 2: Unexpected token '*'
2024-07-07 10:55:21,709 | None
2024-07-07 10:55:53,929 | INPUT : ( < 8 6 )
2024-07-07 10:55:53,931 | None
2024-07-07 10:55:55,121 | INPUT : ( > 8 6)
2024-07-07 10:55:55,122 | None
2024-07-07 10:55:57,047 | INPUT : (* 8 6)
2024-07-07 10:55:57,048 | Syntax error at line 1, position 1: Unexpected token '*'
2024-07-07 10:55:57,049 | None
2024-07-07 10:55:59,585 | INPUT : (- 7 8)
2024-07-07 10:55:59,587 | Syntax error at line 1, position 1: Unexpected token '-'
2024-07-07 10:55:59,589 | None
2024-07-07 10:56:01,516 | INPUT : ( + 6 5)
2024-07-07 10:56:01,517 | None
2024-07-07 10:56:03,899 | INPUT : (/ 8 6)
2024-07-07 10:56:03,900 | None
